Variable,Coefficient,Std_Error,t_Statistic,p_Value
VOL,-64.70908691910893,35.527257497226124,-1.82139268487474,0.06994999679811764
L_REER,-71.7738543927063,51.86103402654917,-1.3839649698454368,0.16781762308236958
L_WPI,98.83045101680031,104.15541157023917,0.9488748546699576,0.3437595972149212
L_CPI,2.7548767104642438,61.28297425123754,0.04495337806501146,0.9641865859644916
L_IPI,-69.85901609954213,71.53475663003015,-0.9765744568174775,0.32988768715416494
