Date,Scaled_Return,Conditional_Volatility
2017-02-16,0.0682623,0.09432617210590151
2017-02-17,0.00974,0.094643704637802
2017-02-20,-0.00487,0.09021659071651444
2017-02-21,0.0194816,0.08596326807107373
2017-02-22,-0.0243534,0.08288228168565259
2017-02-23,-0.0682623,0.08079990131053205
2017-02-24,-0.0390553,0.08280180565058295
2017-02-27,-0.029314500000000004,0.08202350850029788
2017-02-28,0.019545200000000002,0.08043366262291315
2017-03-01,0.0628817,0.07771949440646032
2017-03-02,-0.1224953,0.07872126086046659
2017-03-03,0.053643699999999996,0.08603217804214942
2017-03-04,-0.00491,0.08570954981545698
2017-03-05,-0.1306603,0.08175643758775018
2017-03-07,0.0404371,0.08963617998621758
2017-03-08,-0.0151984,0.08799372031083924
2017-03-10,0.09741570000000001,0.08477695106323431
2017-03-11,0.0513351,0.08821843658190741
2017-03-13,-0.10730550000000001,0.08755899226804723
2017-03-14,0.0146482,0.09273874152798998
2017-03-15,0.029281599999999998,0.08882572335737424
2017-03-16,-0.1270296,0.08633819772293083
2017-03-17,0.039125599999999996,0.09350853393923009
2017-03-20,-0.092981,0.09149940100161964
2017-03-21,-0.0343064,0.09504236272216895
2017-03-22,0.019607,0.09302228826456048
2017-03-23,0.0,0.08948312381519202
2017-03-24,-0.0098,0.08486210509106301
2017-03-27,-0.1522205,0.08138494377165872
2017-03-28,0.0295037,0.09144561095982001
2017-03-29,0.044218,0.08880110914694067
2017-03-30,0.00491,0.0875215883553429
2017-03-31,0.0392627,0.08318710157235636
2017-04-01,0.067617,0.08187926551354695
2017-04-04,0.0539344,0.08299599264598467
2017-04-05,0.0854762,0.08290132523059865
2017-04-07,0.0,0.08545423276414559
2017-04-08,-0.08622490000000001,0.08109788310431354
2017-04-10,-0.1384983,0.08475006742487602
2017-04-12,-0.053163699999999994,0.09316874743865838
2017-04-13,-0.0882713,0.0929512821417829
2017-04-14,-0.20666669999999998,0.09595186787075244
2017-04-17,0.014794600000000001,0.11032056324330576
2017-04-18,0.0443535,0.10522763064564057
2017-04-19,-0.0147795,0.10284009904411179
2017-04-20,-0.0591682,0.09859104727635473
2017-04-21,-0.0592489,0.09853846077228533
2017-04-25,-0.1484769,0.0984967769328483
2017-04-26,-0.2485951,0.10681138235097688
2017-04-27,-0.0898437,0.1245373921508917
2017-04-28,0.014986900000000001,0.12539934655780438
2017-05-01,-0.11597949999999999,0.11927130266447285
2017-05-04,-0.0196048,0.12291552009273525
2017-05-05,0.1354115,0.11769242854983888
2017-05-06,-0.1422419,0.12198062130376443
2017-05-07,-0.0101057,0.12787326529783574
2017-05-09,-0.0203488,0.1214862481006542
2017-05-10,0.0359494,0.11642766895520609
2017-05-12,-0.3149977,0.11258780633915469
2017-05-15,-0.1150185,0.1368349618371847
2017-05-16,-0.2309548,0.13907317174369244
2017-05-17,0.0402544,0.1521261301742548
2017-05-18,0.10047299999999999,0.14607033999077249
2017-05-19,0.0150509,0.14531690423334404
2017-05-22,-0.2212714,0.137771992614584
2017-05-23,-0.0908461,0.14998556602690125
2017-05-24,0.0403995,0.1490543377959405
2017-05-25,-0.237887,0.14323463781925824
2017-05-26,-0.0101518,0.1566127804082981
2017-05-29,-0.0914732,0.14816074664611117
2017-05-30,0.1472789,0.14742198099194379
2017-05-31,-0.0710378,0.15045846866728707
2017-06-01,-0.1454112,0.1477330892506824
2017-06-02,-0.0294504,0.15193182167529032
2017-06-03,-0.0341292,0.14547328474076798
2017-06-04,0.068578,0.13988921467143858
2017-06-06,-0.106988,0.1369933186586643
2017-06-07,0.0151577,0.13848790629785307
2017-06-09,-0.2142401,0.13144299725038402
2017-06-10,0.0666843,0.14350136861651105
2017-06-11,0.076889,0.14018869421999292
2017-06-12,0.1551149,0.13794412090257438
2017-06-13,-0.0662073,0.14237255462701087
2017-06-14,0.010192300000000001,0.13981686411301097
2017-06-15,-0.07650069999999999,0.1322883638254169
2017-06-16,0.24940510000000002,0.1313843638656033
2017-06-19,-0.0914518,0.14463396268410614
2017-06-20,0.1320354,0.1441563946111841
2017-06-21,0.0557405,0.14616243152651714
2017-06-22,-0.020261,0.14177609082645426
2017-06-23,0.030388000000000002,0.13526555705981333
2017-06-28,0.0859839,0.12965019738056646
2017-06-29,-0.015161299999999999,0.1289175837506412
2017-06-30,-0.0202233,0.12288916423393867
2017-07-02,0.1323696,0.11772117563846651
2017-07-03,0.0,0.12174733465096182
2017-07-04,0.00979,0.11493057285459209
2017-07-06,0.1476761,0.10912634194223175
2017-07-07,0.0,0.11512075655122553
2017-07-08,0.035525100000000004,0.10876498479112567
2017-07-09,-0.3079024,0.10542409530654737
2017-07-11,-0.1384983,0.12967759649081476
2017-07-12,0.16520210000000002,0.1346273975513199
2017-07-13,-0.0708309,0.1401750472954973
2017-07-14,0.0708309,0.13818950289382964
2017-07-17,-0.035400999999999995,0.1355998059837287
2017-07-18,-0.045558,0.13083964913433455
2017-07-19,-0.025330699999999998,0.12730597867686214
2017-07-20,0.045584599999999996,0.12226644908152096
2017-07-21,0.0101234,0.11878641947331794
2017-07-24,-0.07091349999999999,0.11274040630783064
2017-07-25,-0.0152108,0.11274723893935855
2017-07-26,0.0354836,0.10785554716729256
2017-07-27,-0.0913023,0.10457416018567543
2017-07-28,0.0355293,0.10702024243585273
2017-07-31,-0.0101483,0.10380013426655661
2017-08-02,0.0391433,0.09908750388973044
2017-08-03,-0.029275,0.09670132816538583
2017-08-05,-0.030055000000000002,0.0941274347079664
2017-08-06,-0.0865078,0.09179581968587246
2017-08-08,0.030427,0.09471517074233148
2017-08-09,-0.3308532,0.09192520214056273
2017-08-11,0.0205462,0.12043230999964163
2017-08-12,0.0584694,0.11509044227232523
2017-08-14,-0.0404607,0.11315642070069674
2017-08-15,0.0252923,0.1104294516784681
2017-08-16,0.045489100000000005,0.10615850990325931
2017-08-17,-0.055604299999999995,0.10379825149085334
2017-08-18,0.0303384,0.10306424085555772
2017-08-21,-0.07588579999999999,0.09970075734289177
2017-08-22,-0.050664299999999995,0.10108327617760776
2017-08-23,-0.00507,0.10009748071409555
2017-08-24,-0.0456538,0.09520079275112432
2017-08-25,-0.020306,0.09417365360544838
2017-08-28,-0.111853,0.09098823794746654
2017-08-29,0.030533900000000003,0.09634767915250783
2017-08-30,0.0101732,0.09345617449632358
2017-09-01,0.058222899999999994,0.08914238935717447
2017-09-03,0.1023763,0.08898611964996347
2017-09-05,0.070096,0.09255343859311059
2017-09-06,0.040730999999999996,0.09314549684615236
2017-09-08,0.0456005,0.09129060716465814
2017-09-10,-0.0461552,0.08995584638426314
2017-09-11,-0.0102719,0.08933025489742105
2017-09-13,-0.0154948,0.08559958133829701
2017-09-14,-0.0413466,0.0825663825005006
